,Compound,Date,Negative,Neutral,Positive,Tweets Ago,Username
444,-0.6124,Tue Oct 02 07:15:04 +0000 2018,0.692,0.308,0.0,45,@NYTimes
445,0.4019,Tue Oct 02 07:00:15 +0000 2018,0.891,0.0,0.109,46,@NYTimes
446,0.0,Tue Oct 02 06:45:06 +0000 2018,1.0,0.0,0.0,47,@NYTimes
447,-0.8402,Tue Oct 02 06:30:06 +0000 2018,0.667,0.333,0.0,48,@NYTimes
448,0.0,Tue Oct 02 06:15:09 +0000 2018,1.0,0.0,0.0,49,@NYTimes
449,0.0,Tue Oct 02 06:00:02 +0000 2018,1.0,0.0,0.0,50,@NYTimes
450,0.0,Tue Oct 02 05:45:08 +0000 2018,1.0,0.0,0.0,51,@NYTimes
451,0.0,Tue Oct 02 05:30:02 +0000 2018,1.0,0.0,0.0,52,@NYTimes
452,0.0,Tue Oct 02 05:21:48 +0000 2018,1.0,0.0,0.0,53,@NYTimes
453,0.0,Tue Oct 02 05:15:04 +0000 2018,1.0,0.0,0.0,54,@NYTimes
454,-0.0772,Tue Oct 02 05:00:49 +0000 2018,0.69,0.187,0.123,55,@NYTimes
455,0.0,Tue Oct 02 04:47:04 +0000 2018,1.0,0.0,0.0,56,@NYTimes
456,0.4019,Tue Oct 02 04:32:06 +0000 2018,0.863,0.0,0.137,57,@NYTimes
457,-0.5106,Tue Oct 02 04:17:04 +0000 2018,0.845,0.155,0.0,58,@NYTimes
458,0.0,Tue Oct 02 04:02:02 +0000 2018,1.0,0.0,0.0,59,@NYTimes
459,0.34,Tue Oct 02 03:53:04 +0000 2018,0.897,0.0,0.103,60,@NYTimes
460,0.0,Tue Oct 02 03:47:04 +0000 2018,1.0,0.0,0.0,61,@NYTimes
461,-0.1027,Tue Oct 02 03:32:02 +0000 2018,0.795,0.11,0.095,62,@NYTimes
462,0.4939,Tue Oct 02 03:22:04 +0000 2018,0.868,0.0,0.132,63,@NYTimes
463,-0.1027,Tue Oct 02 03:11:04 +0000 2018,0.756,0.13,0.113,64,@NYTimes
464,0.0,Tue Oct 02 03:02:07 +0000 2018,1.0,0.0,0.0,65,@NYTimes
465,-0.4215,Tue Oct 02 02:47:06 +0000 2018,0.648,0.218,0.134,66,@NYTimes
466,0.0,Tue Oct 02 02:32:05 +0000 2018,1.0,0.0,0.0,67,@NYTimes
467,0.0,Tue Oct 02 02:17:00 +0000 2018,1.0,0.0,0.0,68,@NYTimes
468,0.0,Tue Oct 02 02:03:11 +0000 2018,1.0,0.0,0.0,69,@NYTimes
469,0.3716,Tue Oct 02 01:47:04 +0000 2018,0.892,0.0,0.108,70,@NYTimes
470,0.5204,Tue Oct 02 01:30:14 +0000 2018,0.85,0.0,0.15,71,@NYTimes
471,-0.25,Tue Oct 02 01:17:03 +0000 2018,0.8,0.12,0.08,72,@NYTimes
472,0.0,Tue Oct 02 01:02:06 +0000 2018,1.0,0.0,0.0,73,@NYTimes
473,-0.3612,Tue Oct 02 00:47:05 +0000 2018,0.639,0.237,0.123,74,@NYTimes
474,-0.5574,Tue Oct 02 00:32:06 +0000 2018,0.806,0.194,0.0,75,@NYTimes
475,-0.6597,Tue Oct 02 00:22:05 +0000 2018,0.82,0.18,0.0,76,@NYTimes
476,0.0,Tue Oct 02 00:12:03 +0000 2018,1.0,0.0,0.0,77,@NYTimes
477,0.0,Tue Oct 02 00:02:38 +0000 2018,1.0,0.0,0.0,78,@NYTimes
478,-0.0772,Mon Oct 01 23:47:01 +0000 2018,0.936,0.064,0.0,79,@NYTimes
479,0.0,Mon Oct 01 23:35:07 +0000 2018,1.0,0.0,0.0,80,@NYTimes
480,-0.4588,Mon Oct 01 23:23:44 +0000 2018,0.846,0.154,0.0,81,@NYTimes
481,0.0,Mon Oct 01 23:17:01 +0000 2018,1.0,0.0,0.0,82,@NYTimes
482,0.7096,Mon Oct 01 23:02:07 +0000 2018,0.688,0.0,0.312,83,@NYTimes
483,0.032,Mon Oct 01 22:52:02 +0000 2018,0.729,0.153,0.118,84,@NYTimes
484,0.0,Mon Oct 01 22:47:00 +0000 2018,1.0,0.0,0.0,85,@NYTimes
485,0.0,Mon Oct 01 22:32:01 +0000 2018,1.0,0.0,0.0,86,@NYTimes
486,0.0,Mon Oct 01 22:17:04 +0000 2018,1.0,0.0,0.0,87,@NYTimes
487,-0.3612,Mon Oct 01 22:06:42 +0000 2018,0.828,0.172,0.0,88,@NYTimes
488,-0.1779,Mon Oct 01 22:05:09 +0000 2018,0.769,0.13,0.101,89,@NYTimes
489,-0.0516,Mon Oct 01 22:01:30 +0000 2018,0.934,0.066,0.0,90,@NYTimes
490,0.0,Mon Oct 01 21:59:07 +0000 2018,1.0,0.0,0.0,91,@NYTimes
491,0.0,Mon Oct 01 21:56:03 +0000 2018,1.0,0.0,0.0,92,@NYTimes
492,0.0772,Mon Oct 01 21:53:36 +0000 2018,0.73,0.107,0.163,93,@NYTimes
493,-0.0258,Mon Oct 01 21:51:39 +0000 2018,0.797,0.104,0.1,94,@NYTimes
494,0.0,Mon Oct 01 21:46:39 +0000 2018,1.0,0.0,0.0,95,@NYTimes
495,0.34,Mon Oct 01 21:39:45 +0000 2018,0.897,0.0,0.103,96,@NYTimes
496,-0.5106,Mon Oct 01 21:34:58 +0000 2018,0.858,0.142,0.0,97,@NYTimes
497,-0.4404,Mon Oct 01 21:30:57 +0000 2018,0.861,0.139,0.0,98,@NYTimes
498,0.0,Mon Oct 01 21:20:08 +0000 2018,1.0,0.0,0.0,99,@NYTimes
499,0.0,Mon Oct 01 21:08:04 +0000 2018,1.0,0.0,0.0,100,@NYTimes
